Wavelength (nm),Intensity (uW)
775.425262,0.000589
776.135051,0.000581
776.798762,0.000573
777.473312,0.000566
778.124877,0.000558
778.842673,0.000551
779.558624,0.000544
780.214337,0.000537
780.892235,0.000530
781.555957,0.000523
782.237253,0.000517
782.952393,0.000510
783.618521,0.000504
784.277796,0.000498
784.975716,0.000491
785.652646,0.000486
786.356458,0.000480
786.995651,0.000474
787.699659,0.000469
788.371702,0.000464
789.052645,0.000458
789.740819,0.000454
790.405328,0.000449
791.085380,0.000444
791.732484,0.000439
792.466767,0.000435
793.112010,0.000430
793.763579,0.000426
794.471370,0.000422
795.140663,0.000418
795.812751,0.000414
796.526722,0.000410
797.176946,0.000407
797.841576,0.000403
798.504459,0.000400
799.200575,0.000397
799.895495,0.000394
800.537171,0.000391
