Wavelength (nm),Intensity (uW)
592.723441,0.000382
593.322650,0.000313
594.081975,0.000259
594.799980,0.000275
595.521791,0.000364
596.281249,0.000475
596.982413,0.000582
597.714639,0.000630
598.456168,0.000591
599.173285,0.000510
599.936507,0.000433
600.635762,0.000362
601.363752,0.000308
602.115618,0.000276
602.864107,0.000250
603.643194,0.000247
604.283900,0.000269
605.054856,0.000305
605.778996,0.000333
606.509078,0.000334
607.305534,0.000320
607.931398,0.000340
608.681265,0.000402
609.421711,0.000506
610.144877,0.000680
610.934453,0.000838
611.570381,0.000922
612.344140,0.000956
613.041479,0.000880
613.782247,0.000711
614.586707,0.000636
615.201008,0.000725
615.963431,0.000922
616.673683,0.001209
617.449690,0.001397
618.902934,0.001202
619.555232,0.000950
620.315103,0.000650
621.051224,0.000432
621.863980,0.000344
622.458375,0.000331
623.195304,0.000387
623.946932,0.000471
624.671485,0.000529
625.469962,0.000510
626.080312,0.000439
626.840706,0.000417
627.561577,0.000479
628.276420,0.000614
629.093764,0.000787
629.698382,0.000879
630.458985,0.000823
631.188861,0.000697
631.902462,0.000575
632.704070,0.000481
633.317078,0.000487
634.073069,0.000610
634.803359,0.000774
635.499570,0.000939
636.313452,0.001056
636.925366,0.001014
637.660810,0.000834
638.400737,0.000714
639.124766,0.000771
639.928814,0.001005
640.530896,0.001552
641.272685,0.002250
642.007558,0.002728
642.709177,0.002942
643.461480,0.002765
644.132926,0.002146
644.865072,0.001434
645.601457,0.000843
646.324712,0.000406
647.129639,0.000223
647.725705,0.000205
648.482310,0.000205
649.206648,0.000205
649.914360,0.000208
650.710659,0.000292
651.317943,0.000526
652.060062,0.000842
652.783044,0.001171
653.510801,0.001455
654.308650,0.001538
654.907138,0.001405
655.661458,0.001209
656.377398,0.000974
657.095203,0.000732
657.890383,0.000552
658.489466,0.000401
659.225399,0.000275
659.955772,0.000262
660.666876,0.000385
661.464833,0.000559
662.069173,0.000733
662.814063,0.000834
663.536769,0.000788
664.244421,0.000640
665.060129,0.000463
665.640528,0.000306
666.362016,0.000222
667.100622,0.000208
667.816000,0.000278
668.608196,0.000483
669.219727,0.000766
669.957659,0.001064
670.654138,0.001265
671.381646,0.001248
672.167071,0.001114
672.769292,0.001004
673.520364,0.000933
674.226662,0.000941
674.950078,0.000951
675.736196,0.000832
676.334539,0.000637
677.062552,0.000433
677.790840,0.000273
678.496106,0.000207
679.301733,0.000201
679.886338,0.000202
680.609150,0.000202
681.351111,0.000201
682.054643,0.000202
682.820908,0.000203
683.441980,0.000202
684.176778,0.000202
684.905320,0.000201
685.602585,0.000201
686.413292,0.000202
686.985189,0.000202
687.722757,0.000201
688.414329,0.000201
689.130536,0.000201
689.929005,0.000201
690.528725,0.000202
691.247061,0.000202
691.980248,0.000203
692.680205,0.000254
693.470522,0.000442
694.060875,0.000729
694.799854,0.001019
695.510807,0.001234
696.213562,0.001231
697.003430,0.001009
697.590893,0.000714
698.308284,0.000432
699.039974,0.000252
699.739863,0.000206
700.520210,0.000203
701.118916,0.000205
701.854634,0.000210
702.564106,0.000271
703.264030,0.000771
704.044995,0.001933
704.643886,0.003372
705.365948,0.004666
706.074090,0.005285
706.795828,0.004733
707.509517,0.003452
708.162798,0.002073
708.892811,0.000879
709.593454,0.000302
710.308008,0.000216
711.084920,0.000207
711.671172,0.000204
712.398782,0.000202
713.108046,0.000202
713.808795,0.000202
714.583808,0.000202
715.176249,0.000202
715.895321,0.000202
716.625511,0.000203
717.319757,0.000222
718.051167,0.000269
718.677042,0.000328
719.418616,0.000387
720.117428,0.000416
720.810363,0.000396
721.603919,0.000345
722.172769,0.000286
722.905954,0.000235
723.609416,0.000216
724.299745,0.000373
725.099403,0.000820
725.665905,0.001413
726.405824,0.002021
727.096374,0.002400
727.796043,0.002303
728.568604,0.001845
729.153918,0.001227
729.846199,0.000623
730.591822,0.000278
731.261002,0.000205
732.049327,0.000203
732.633612,0.000203
733.361311,0.000202
734.058761,0.000201
734.753019,0.000202
735.539506,0.000202
736.116585,0.000202
736.829826,0.000202
737.537434,0.000202
738.233317,0.000202
739.040853,0.000202
739.584592,0.000203
740.297366,0.000202
740.989576,0.000202
741.693779,0.000204
742.473488,0.000204
743.056492,0.000208
743.777995,0.000266
744.475031,0.000408
745.167316,0.000586
745.919388,0.000754
746.516292,0.000843
747.242584,0.000789
747.931679,0.000633
748.631156,0.000457
749.395801,0.000320
749.974436,0.000273
750.699115,0.000291
751.385393,0.000306
752.080697,0.000301
752.825890,0.000277
753.427905,0.000256
754.146811,0.000255
754.843449,0.000276
755.529229,0.000310
756.279166,0.000334
756.868353,0.000332
757.561074,0.000305
758.279502,0.000268
758.969610,0.000232
759.738064,0.000210
760.310357,0.000202
761.011627,0.000201
761.694662,0.000200
762.409713,0.000199
763.207425,0.000199
763.744688,0.000200
764.446109,0.000199
765.158583,0.000199
765.831500,0.000201
766.607342,0.000201
767.177365,0.000200
767.901439,0.000200
768.586114,0.000200
769.263563,0.000199
770.019523,0.000200
770.601435,0.000201
771.325551,0.000200
771.980872,0.000199
772.685541,0.000199
773.479198,0.000201
774.022889,0.000199
774.731026,0.000198
775.421084,0.000200
776.115464,0.000200
776.871528,0.000201
777.437911,0.000201
778.127486,0.000200
778.838238,0.000200
779.512192,0.000199
780.285245,0.000200
780.843412,0.000200
781.541201,0.000200
782.241725,0.000201
782.916880,0.000201
783.704954,0.000200
784.249912,0.000200
784.947449,0.000200
785.648243,0.000201
786.321816,0.000201
787.039735,0.000201
787.642968,0.000201
788.335977,0.000200
789.042019,0.000201
789.713554,0.000202
790.473025,0.000201
791.039796,0.000201
791.735176,0.000201
792.425616,0.000200
793.103205,0.000200
793.877425,0.000201
794.428426,0.000203
795.117533,0.000207
795.806253,0.000211
796.497633,0.000212
797.254388,0.000210
797.813250,0.000208
798.493422,0.000205
799.199769,0.000203
799.870518,0.000201
800.624775,0.000199

