Wavelength (nm),Intensity (uW)
597.160841,0.000830
597.901479,0.000856
598.621533,0.000790
599.424514,0.000695
600.051908,0.000595
600.797495,0.000469
601.530910,0.000350
602.281868,0.000299
603.066353,0.000300
603.702431,0.000309
604.460181,0.000322
605.198694,0.000350
605.902124,0.000378
606.765282,0.000417
607.344570,0.000489
608.107833,0.000580
608.831870,0.000756
609.562178,0.001009
610.404849,0.001363
611.712128,0.001440
612.475661,0.001437
613.166137,0.001389
613.993677,0.001389
614.620766,0.001466
615.360232,0.001629
616.123914,0.001872
616.868097,0.002121
617.577592,0.002231
618.267459,0.002105
618.988994,0.001836
619.728420,0.001491
620.468038,0.001092
621.271683,0.000757
621.880665,0.000601
622.633354,0.000577
623.369402,0.000592
624.091237,0.000639
624.855195,0.000668
625.505174,0.000673
626.257380,0.000727
626.991692,0.000828
627.703642,0.000943
628.499427,0.001066
629.119751,0.001190
629.877336,0.001255
630.606239,0.001195
631.318245,0.001063
632.137398,0.000949
632.732629,0.000951
633.471706,0.001049
634.213364,0.001189
634.926549,0.001373
635.731496,0.001533
636.342240,0.001570
637.100930,0.001509
637.815309,0.001524
638.532251,0.001674
639.328405,0.002058
639.946887,0.002761
640.740718,0.003599
641.391293,0.004367
642.105598,0.004811
642.968967,0.004367
644.274044,0.003477
645.040004,0.002456
645.736629,0.001595
646.527443,0.000915
647.148399,0.000395
647.878590,0.000174
648.627944,0.000157
649.312019,0.000226
650.129817,0.000475
650.746595,0.000856
651.493182,0.001253
652.211656,0.001680
652.928677,0.002126
653.742854,0.002427
654.331140,0.002452
655.056883,0.002274
655.791725,0.001993
656.522790,0.001613
657.324262,0.001149
657.914893,0.000767
658.632877,0.000586
659.375974,0.000543
660.097884,0.000596
660.899228,0.000741
661.486321,0.000938
662.231956,0.001084
662.935618,0.001124
663.665260,0.001028
664.459879,0.000838
665.067106,0.000641
665.813917,0.000453
666.531775,0.000332
667.246029,0.000446
668.047975,0.000757
668.641088,0.001099
669.379852,0.001444
670.095949,0.001748
670.806558,0.001946
671.595647,0.002000
672.204143,0.001939
672.944438,0.001837
673.666309,0.001711
674.371181,0.001514
675.153084,0.001305
675.755955,0.001101
676.483662,0.000877
677.211991,0.000641
677.937431,0.000401
678.720637,0.000223
679.314235,0.000153
680.032278,0.000148
680.769092,0.000147
681.485958,0.000147
682.288247,0.000147
682.869695,0.000147
683.591514,0.000147
684.325509,0.000147
685.007359,0.000147
685.809293,0.000148
686.415281,0.000149
687.158061,0.000150
687.872011,0.000148
688.572974,0.000148
689.337865,0.000149
689.956101,0.000149
690.700105,0.000150
691.403080,0.000187
692.113452,0.000368
692.876786,0.000695
693.495029,0.001057
694.232976,0.001400
694.944868,0.001693
695.627562,0.001843
696.401786,0.001728
697.023667,0.001438
697.759366,0.001102
698.470567,0.000740
699.172860,0.000402
699.951068,0.000204
700.555583,0.000160
701.287377,0.000195
701.993611,0.000670
702.700573,0.001930
703.495053,0.003591
704.073690,0.005360
704.810800,0.007088
705.502908,0.008177
706.182676,0.008365
706.953585,0.007495
707.588310,0.005849
708.285499,0.004116
709.017660,0.002418
709.731105,0.000969
710.531632,0.000264
711.100112,0.000165
711.837696,0.000157
712.539931,0.000153
713.238211,0.000151
714.048864,0.000151
714.609062,0.000150
715.342364,0.000151
716.033123,0.000167
716.743077,0.000214
717.535434,0.000283
718.111013,0.000351
718.829356,0.000419
719.549665,0.000467
720.234035,0.000478
721.025465,0.000447
721.614312,0.000386
722.340665,0.000321
723.047233,0.000381
723.738079,0.000801
724.507153,0.001523
725.103399,0.002277
725.832198,0.003023
726.539856,0.003611
727.229290,0.003815
728.021018,0.003556
728.591468,0.002918
729.294104,0.002135
730.020271,0.001346
730.714344,0.000634
731.507733,0.000230
732.074653,0.000153
732.804695,0.000150
733.507845,0.000150
734.193892,0.000150
734.959280,0.000149
735.556760,0.000149
736.273351,0.000149
736.979830,0.000148
737.666641,0.000148
738.429621,0.000148
739.023815,0.000149
739.756512,0.000149
740.450092,0.000148
