"Data Set 1:Time(s)","Data Set 1:Potential(mV)"
0,269.50454711914062
0.02,268.79501342773438
0.040000000000000001,268.08547973632812
0.059999999999999998,267.37594604492188
0.080000000000000002,266.66641235351562
0.10000000000000001,264.53590393066406
0.12,265.24734497070312
0.14000000000000001,263.82637023925781
0.16,263.82637023925781
0.17999999999999999,263.11683654785156
0.20000000000000001,263.82637023925781
0.22,263.82637023925781
0.23999999999999999,265.24734497070312
0.26000000000000001,266.66641235351562
0.28000000000000003,266.66641235351562
0.29999999999999999,268.79501342773438
0.32000000000000001,270.21408081054688
0.34000000000000002,270.21408081054688
0.35999999999999999,272.34458923339844
0.38,275.18272399902344
0.40000000000000002,279.43992614746094
0.41999999999999998,280.86090087890625
0.44,282.27996826171875
0.46000000000000002,285.82763671875
0.47999999999999998,285.11810302734375
0.5,288.66767883300781
0.52000000000000002,289.37721252441406
0.54000000000000004,291.50581359863281
0.56000000000000005,290.79627990722656
0.57999999999999996,292.21534729003906
0.59999999999999998,293.63441467285156
0.62,295.05538940429688
0.64000000000000001,297.89352416992188
0.66000000000000003,297.18399047851562
0.68000000000000005,297.89352416992188
0.69999999999999996,297.18399047851562
0.71999999999999997,297.18399047851562
0.73999999999999999,295.76492309570312
0.76000000000000001,295.05538940429688
0.78000000000000003,292.92488098144531
0.80000000000000004,292.21534729003906
0.81999999999999995,290.79627990722656
0.83999999999999997,290.08674621582031
0.85999999999999999,289.37721252441406
0.88,289.37721252441406
0.90000000000000002,290.08674621582031
0.92000000000000004,290.08674621582031
0.93999999999999995,291.50581359863281
0.95999999999999996,292.21534729003906
0.97999999999999998,292.92488098144531
1,295.76492309570312
1.02,295.76492309570312
1.04,297.89352416992188
1.0600000000000001,299.31259155273438
1.0800000000000001,300.02212524414062
1.1000000000000001,301.44309997558594
1.1200000000000001,302.15263366699219
1.1399999999999999,301.44309997558594
1.1599999999999999,301.44309997558594
1.1799999999999999,302.15263366699219
1.2,301.44309997558594
1.22,302.15263366699219
1.24,300.73165893554688
1.26,300.73165893554688
1.28,299.31259155273438
1.3,300.02212524414062
1.3200000000000001,300.73165893554688
1.3400000000000001,300.02212524414062
1.3600000000000001,298.60305786132812
1.3799999999999999,298.60305786132812
1.3999999999999999,297.18399047851562
1.4199999999999999,297.18399047851562
1.4399999999999999,295.76492309570312
1.46,295.05538940429688
1.48,293.63441467285156
1.5,292.92488098144531
1.52,292.92488098144531
1.54,293.63441467285156
1.5600000000000001,292.92488098144531
1.5800000000000001,294.34585571289062
1.6000000000000001,293.63441467285156
1.6200000000000001,291.50581359863281
1.6399999999999999,287.95814514160156
1.6599999999999999,285.82763671875
1.6799999999999999,283.69903564453125
1.7,285.82763671875
1.72,282.989501953125
1.74,282.27996826171875
1.76,280.1513671875
1.78,282.989501953125
1.8,282.989501953125
1.8200000000000001,282.989501953125
1.8400000000000001,286.53717041015625
1.8600000000000001,288.66767883300781
1.8799999999999999,301.44309997558594
1.8999999999999999,311.37847900390625
1.9199999999999999,304.99076843261719
1.9399999999999999,277.31132507324219
1.96,282.27996826171875
1.98,281.5704345703125
2,280.1513671875
2.02,278.73039245605469
2.04,263.11683654785156
2.0600000000000001,260.27870178222656
2.0800000000000001,266.66641235351562
2.1000000000000001,275.18272399902344
2.1200000000000001,272.34458923339844
2.1400000000000001,266.66641235351562
2.1600000000000001,263.82637023925781
2.1800000000000002,260.27870178222656
2.2000000000000002,257.43865966796875
2.2200000000000002,255.31005859375
2.2400000000000002,254.60052490234375
2.2599999999999998,256.01959228515625
2.2799999999999998,254.60052490234375
2.2999999999999998,256.7291259765625
2.3199999999999998,256.01959228515625
2.3399999999999999,256.7291259765625
2.3599999999999999,257.43865966796875
2.3799999999999999,258.15010070800781
2.3999999999999999,258.15010070800781
2.4199999999999999,259.56916809082031
2.4399999999999999,263.11683654785156
2.46,267.37594604492188
2.48,273.76365661621094
2.5,275.18272399902344
2.52,272.34458923339844
2.54,270.21408081054688
2.5600000000000001,269.50454711914062
2.5800000000000001,263.11683654785156
2.6000000000000001,263.82637023925781
2.6200000000000001,264.53590393066406
2.6400000000000001,263.82637023925781
2.6600000000000001,264.53590393066406
2.6800000000000002,265.95687866210938
2.7000000000000002,266.66641235351562
2.7200000000000002,268.08547973632812
2.7400000000000002,270.92361450195312
2.7599999999999998,275.89225769042969
2.7799999999999998,277.31132507324219
2.7999999999999998,278.02085876464844
2.8199999999999998,276.60179138183594
2.8399999999999999,276.60179138183594
2.8599999999999999,284.4085693359375
2.8799999999999999,287.24861145019531
2.8999999999999999,288.66767883300781
2.9199999999999999,289.37721252441406
2.9399999999999999,287.95814514160156
2.96,289.37721252441406
2.98,289.37721252441406
3,290.08674621582031
3.02,285.11810302734375
3.04,280.86090087890625
3.0600000000000001,279.43992614746094
3.0800000000000001,285.82763671875
3.1000000000000001,286.53717041015625
3.1200000000000001,289.37721252441406
3.1400000000000001,288.66767883300781
3.1600000000000001,292.21534729003906
3.1800000000000002,294.34585571289062
3.2000000000000002,293.63441467285156
3.2200000000000002,295.76492309570312
3.2400000000000002,295.76492309570312
3.2599999999999998,297.18399047851562
3.2799999999999998,297.89352416992188
3.2999999999999998,298.60305786132812
3.3199999999999998,297.89352416992188
3.3399999999999999,295.76492309570312
3.3599999999999999,295.05538940429688
3.3799999999999999,293.63441467285156
3.3999999999999999,292.21534729003906
3.4199999999999999,292.21534729003906
3.4399999999999999,292.92488098144531
3.46,293.63441467285156
3.48,291.50581359863281
3.5,293.63441467285156
3.52,292.92488098144531
3.54,292.21534729003906
3.5600000000000001,293.63441467285156
3.5800000000000001,295.05538940429688
3.6000000000000001,295.05538940429688
3.6200000000000001,297.18399047851562
3.6400000000000001,297.18399047851562
3.6600000000000001,292.92488098144531
3.6800000000000002,291.50581359863281
3.7000000000000002,289.37721252441406
3.7200000000000002,290.08674621582031
3.7400000000000002,291.50581359863281
3.7599999999999998,293.63441467285156
3.7799999999999998,295.05538940429688
3.7999999999999998,295.76492309570312
3.8199999999999998,298.60305786132812
3.8399999999999999,299.31259155273438
3.8599999999999999,300.02212524414062
3.8799999999999999,299.31259155273438
3.8999999999999999,301.44309997558594
3.9199999999999999,302.15263366699219
3.9399999999999999,301.44309997558594
3.96,302.15263366699219
3.98,302.86216735839844
4,302.15263366699219
4.0199999999999996,301.44309997558594
4.04,301.44309997558594
4.0599999999999996,300.02212524414062
4.0800000000000001,299.31259155273438
4.0999999999999996,299.31259155273438
4.1200000000000001,299.31259155273438
4.1399999999999997,298.60305786132812
4.1600000000000001,295.76492309570312
4.1799999999999997,294.34585571289062
4.2000000000000002,293.63441467285156
4.2199999999999998,290.79627990722656
4.2400000000000002,288.66767883300781
4.2599999999999998,287.24861145019531
4.2800000000000002,287.24861145019531
4.2999999999999998,287.95814514160156
4.3200000000000003,289.37721252441406
4.3399999999999999,289.37721252441406
4.3600000000000003,291.50581359863281
4.3799999999999999,292.92488098144531
4.4000000000000004,293.63441467285156
4.4199999999999999,293.63441467285156
4.4400000000000004,295.76492309570312
4.46,295.05538940429688
4.4800000000000004,295.05538940429688
4.5,292.92488098144531
4.5199999999999996,288.66767883300781
4.54,282.989501953125
4.5599999999999996,278.73039245605469
4.5800000000000001,277.31132507324219
4.5999999999999996,275.89225769042969
4.6200000000000001,274.47319030761719
4.6399999999999997,275.89225769042969
4.6600000000000001,275.89225769042969
4.6799999999999997,276.60179138183594
4.7000000000000002,275.89225769042969
4.7199999999999998,275.89225769042969
4.7400000000000002,275.89225769042969
4.7599999999999998,274.47319030761719
4.7800000000000002,273.05412292480469
4.7999999999999998,268.79501342773438
4.8200000000000003,265.24734497070312
4.8399999999999999,263.82637023925781
4.8600000000000003,263.82637023925781
4.8799999999999999,261.69776916503906
4.9000000000000004,261.69776916503906
4.9199999999999999,263.11683654785156
4.9400000000000004,263.11683654785156
4.96,265.24734497070312
4.9800000000000004,265.24734497070312
5,265.95687866210938
5.0199999999999996,267.37594604492188
5.04,271.63314819335938
5.0599999999999996,281.5704345703125
5.0800000000000001,289.37721252441406
5.0999999999999996,292.21534729003906
5.1200000000000001,290.79627990722656
5.1399999999999997,289.37721252441406
5.1600000000000001,287.24861145019531
5.1799999999999997,290.08674621582031
