"Data Set 1:Time(s)","Data Set 1:Potential(mV)"
0,278.02085876464844
0.02,278.02085876464844
0.040000000000000001,280.1513671875
0.059999999999999998,278.02085876464844
0.080000000000000002,276.60179138183594
0.10000000000000001,276.60179138183594
0.12,276.60179138183594
0.14000000000000001,276.60179138183594
0.16,278.02085876464844
0.17999999999999999,281.5704345703125
0.20000000000000001,281.5704345703125
0.22,282.989501953125
0.23999999999999999,280.86090087890625
0.26000000000000001,283.69903564453125
0.28000000000000003,280.86090087890625
0.29999999999999999,280.86090087890625
0.32000000000000001,280.86090087890625
0.34000000000000002,280.1513671875
0.35999999999999999,277.31132507324219
0.38,270.92361450195312
0.40000000000000002,273.05412292480469
0.41999999999999998,275.89225769042969
0.44,280.86090087890625
0.46000000000000002,279.43992614746094
0.47999999999999998,278.73039245605469
0.5,275.89225769042969
0.52000000000000002,277.31132507324219
0.54000000000000004,275.89225769042969
0.56000000000000005,275.18272399902344
0.57999999999999996,275.89225769042969
0.59999999999999998,278.02085876464844
0.62,278.02085876464844
0.64000000000000001,279.43992614746094
0.66000000000000003,280.1513671875
0.68000000000000005,276.60179138183594
0.69999999999999996,278.02085876464844
0.71999999999999997,278.02085876464844
0.73999999999999999,278.73039245605469
0.76000000000000001,281.5704345703125
0.78000000000000003,282.989501953125
0.80000000000000004,285.11810302734375
0.81999999999999995,284.4085693359375
0.83999999999999997,287.24861145019531
0.85999999999999999,285.82763671875
0.88,285.82763671875
0.90000000000000002,286.53717041015625
0.92000000000000004,285.82763671875
0.93999999999999995,286.53717041015625
0.95999999999999996,286.53717041015625
0.97999999999999998,287.95814514160156
1,288.66767883300781
1.02,289.37721252441406
1.04,287.95814514160156
1.0600000000000001,287.95814514160156
1.0800000000000001,288.66767883300781
1.1000000000000001,286.53717041015625
1.1200000000000001,286.53717041015625
1.1399999999999999,295.76492309570312
1.1599999999999999,301.44309997558594
1.1799999999999999,301.44309997558594
1.2,298.60305786132812
1.22,290.08674621582031
1.24,284.4085693359375
1.26,282.27996826171875
1.28,279.43992614746094
1.3,277.31132507324219
1.3200000000000001,274.47319030761719
1.3400000000000001,275.18272399902344
1.3600000000000001,273.05412292480469
1.3799999999999999,273.05412292480469
1.3999999999999999,274.47319030761719
1.4199999999999999,273.05412292480469
1.4399999999999999,272.34458923339844
1.46,272.34458923339844
1.48,271.63314819335938
1.5,270.21408081054688
1.52,268.79501342773438
1.54,269.50454711914062
1.5600000000000001,270.21408081054688
1.5800000000000001,267.37594604492188
1.6000000000000001,269.50454711914062
1.6200000000000001,270.21408081054688
1.6399999999999999,275.89225769042969
1.6599999999999999,271.63314819335938
1.6799999999999999,271.63314819335938
1.7,268.79501342773438
1.72,269.50454711914062
1.74,268.08547973632812
1.76,268.79501342773438
1.78,272.34458923339844
1.8,270.92361450195312
1.8200000000000001,272.34458923339844
1.8400000000000001,272.34458923339844
1.8600000000000001,274.47319030761719
1.8799999999999999,271.63314819335938
1.8999999999999999,272.34458923339844
1.9199999999999999,271.63314819335938
1.9399999999999999,270.21408081054688
1.96,270.92361450195312
1.98,274.47319030761719
2,275.18272399902344
2.02,275.18272399902344
2.04,275.89225769042969
2.0600000000000001,274.47319030761719
2.0800000000000001,274.47319030761719
2.1000000000000001,270.92361450195312
2.1200000000000001,270.21408081054688
2.1400000000000001,265.95687866210938
2.1600000000000001,266.66641235351562
2.1800000000000002,263.11683654785156
2.2000000000000002,260.98823547363281
2.2200000000000002,259.56916809082031
2.2400000000000002,256.01959228515625
2.2599999999999998,256.7291259765625
2.2799999999999998,256.01959228515625
2.2999999999999998,255.31005859375
2.3199999999999998,255.31005859375
2.3399999999999999,255.31005859375
2.3599999999999999,254.60052490234375
2.3799999999999999,254.60052490234375
2.3999999999999999,254.60052490234375
2.4199999999999999,255.31005859375
2.4399999999999999,255.31005859375
2.46,255.31005859375
2.48,256.01959228515625
2.5,257.43865966796875
2.52,256.7291259765625
2.54,256.01959228515625
2.5600000000000001,256.7291259765625
2.5800000000000001,257.43865966796875
2.6000000000000001,259.56916809082031
2.6200000000000001,259.56916809082031
2.6400000000000001,261.69776916503906
2.6600000000000001,263.82637023925781
2.6800000000000002,263.11683654785156
2.7000000000000002,263.82637023925781
2.7200000000000002,263.82637023925781
2.7400000000000002,262.40730285644531
2.7599999999999998,261.69776916503906
2.7799999999999998,263.11683654785156
2.7999999999999998,263.11683654785156
2.8199999999999998,265.24734497070312
2.8399999999999999,265.24734497070312
2.8599999999999999,265.95687866210938
2.8799999999999999,266.66641235351562
2.8999999999999999,265.95687866210938
2.9199999999999999,263.82637023925781
2.9399999999999999,264.53590393066406
2.96,266.66641235351562
2.98,263.11683654785156
3,265.24734497070312
3.02,264.53590393066406
3.04,265.24734497070312
3.0600000000000001,267.37594604492188
3.0800000000000001,267.37594604492188
3.1000000000000001,267.37594604492188
3.1200000000000001,267.37594604492188
3.1400000000000001,267.37594604492188
3.1600000000000001,266.66641235351562
3.1800000000000002,268.79501342773438
3.2000000000000002,268.08547973632812
3.2200000000000002,270.21408081054688
3.2400000000000002,270.92361450195312
3.2599999999999998,271.63314819335938
3.2799999999999998,270.21408081054688
3.2999999999999998,273.76365661621094
3.3199999999999998,270.21408081054688
3.3399999999999999,269.50454711914062
3.3599999999999999,269.50454711914062
3.3799999999999999,269.50454711914062
3.3999999999999999,269.50454711914062
3.4199999999999999,270.92361450195312
3.4399999999999999,270.21408081054688
3.46,270.92361450195312
3.48,270.21408081054688
3.5,269.50454711914062
3.52,270.21408081054688
3.54,268.79501342773438
3.5600000000000001,268.79501342773438
3.5800000000000001,268.08547973632812
3.6000000000000001,268.79501342773438
3.6200000000000001,267.37594604492188
3.6400000000000001,266.66641235351562
3.6600000000000001,266.66641235351562
3.6800000000000002,268.79501342773438
3.7000000000000002,267.37594604492188
3.7200000000000002,265.95687866210938
3.7400000000000002,265.95687866210938
3.7599999999999998,264.53590393066406
3.7799999999999998,264.53590393066406
3.7999999999999998,264.53590393066406
3.8199999999999998,263.82637023925781
3.8399999999999999,267.37594604492188
3.8599999999999999,274.47319030761719
3.8799999999999999,271.63314819335938
3.8999999999999999,266.66641235351562
3.9199999999999999,260.27870178222656
3.9399999999999999,259.56916809082031
3.96,263.82637023925781
3.98,263.82637023925781
4,262.40730285644531
4.0199999999999996,263.11683654785156
4.04,263.11683654785156
4.0599999999999996,261.69776916503906
4.0800000000000001,264.53590393066406
4.0999999999999996,263.11683654785156
4.1200000000000001,260.98823547363281
4.1399999999999997,256.7291259765625
4.1600000000000001,263.82637023925781
4.1799999999999997,268.79501342773438
4.2000000000000002,263.11683654785156
4.2199999999999998,258.85963439941406
4.2400000000000002,256.7291259765625
4.2599999999999998,259.56916809082031
4.2800000000000002,257.43865966796875
4.2999999999999998,257.43865966796875
4.3200000000000003,257.43865966796875
4.3399999999999999,257.43865966796875
4.3600000000000003,264.53590393066406
4.3799999999999999,258.15010070800781
4.4000000000000004,256.01959228515625
4.4199999999999999,264.53590393066406
4.4400000000000004,275.18272399902344
4.46,275.18272399902344
4.4800000000000004,263.82637023925781
4.5,263.82637023925781
4.5199999999999996,265.95687866210938
4.54,263.11683654785156
4.5599999999999996,268.79501342773438
4.5800000000000001,276.60179138183594
4.5999999999999996,273.76365661621094
4.6200000000000001,265.24734497070312
4.6399999999999997,258.85963439941406
4.6600000000000001,263.11683654785156
4.6799999999999997,267.37594604492188
4.7000000000000002,258.85963439941406
4.7199999999999998,257.43865966796875
4.7400000000000002,273.76365661621094
4.7599999999999998,278.02085876464844
4.7800000000000002,258.85963439941406
4.7999999999999998,258.85963439941406
4.8200000000000003,263.82637023925781
4.8399999999999999,260.27870178222656
4.8600000000000003,260.98823547363281
4.8799999999999999,260.27870178222656
4.9000000000000004,268.79501342773438
4.9199999999999999,262.40730285644531
4.9400000000000004,257.43865966796875
4.96,261.69776916503906
4.9800000000000004,265.24734497070312
5,259.56916809082031
5.0199999999999996,259.56916809082031
5.04,260.27870178222656
5.0599999999999996,258.15010070800781
5.0800000000000001,266.66641235351562
5.0999999999999996,263.82637023925781
5.1200000000000001,258.15010070800781
5.1399999999999997,258.85963439941406
5.1600000000000001,265.95687866210938
5.1799999999999997,267.37594604492188
5.2000000000000002,271.63314819335938
5.2199999999999998,277.31132507324219
5.2400000000000002,295.05538940429688
5.2599999999999998,300.02212524414062
5.2800000000000002,312.0880126953125
5.2999999999999998,322.73292541503906
5.3200000000000003,333.37974548339844
5.3399999999999999,338.348388671875
5.3600000000000003,339.7674560546875
5.3799999999999999,341.1865234375
5.4000000000000004,340.47698974609375
5.4199999999999999,338.348388671875
5.4400000000000004,339.7674560546875
5.46,334.79881286621094
5.4800000000000004,324.15390014648438
5.5,312.0880126953125
5.5199999999999996,306.40983581542969
5.54,281.5704345703125
5.5599999999999996,258.85963439941406
5.5800000000000001,266.66641235351562
5.5999999999999996,284.4085693359375
5.6200000000000001,285.11810302734375
5.6399999999999997,297.89352416992188
5.6600000000000001,314.21661376953125
5.6799999999999997,314.9261474609375
5.7000000000000002,322.02339172363281
5.7199999999999998,336.21788024902344
5.7400000000000002,340.47698974609375
5.7599999999999998,340.47698974609375
5.7800000000000002,341.89605712890625
5.7999999999999998,341.1865234375
5.8200000000000003,334.79881286621094
5.8399999999999999,336.21788024902344
5.8600000000000003,332.67021179199219
5.8799999999999999,317.05665588378906
5.9000000000000004,298.60305786132812
5.9199999999999999,295.05538940429688
5.9400000000000004,279.43992614746094
5.96,261.69776916503906
5.9800000000000004,260.27870178222656
6,268.08547973632812
6.0199999999999996,290.79627990722656
6.04,293.63441467285156
6.0599999999999996,300.02212524414062
6.0800000000000001,316.34712219238281
6.0999999999999996,322.02339172363281
6.1200000000000001,331.25114440917969
6.1399999999999997,339.05792236328125
6.1600000000000001,339.05792236328125
6.1799999999999997,339.05792236328125
6.2000000000000002,339.7674560546875
6.2199999999999998,341.1865234375
6.2400000000000002,341.89605712890625
6.2599999999999998,340.47698974609375
6.2800000000000002,340.47698974609375
6.2999999999999998,335.50834655761719
6.3200000000000003,330.54161071777344
6.3399999999999999,329.12063598632812
6.3600000000000003,320.60432434082031
6.3799999999999999,317.76618957519531
6.4000000000000004,311.37847900390625
6.4199999999999999,308.54034423828125
6.4400000000000004,304.99076843261719
6.46,300.02212524414062
6.4800000000000004,267.37594604492188
6.5,261.69776916503906
6.5199999999999996,260.98823547363281
6.54,260.98823547363281
6.5599999999999996,263.82637023925781
6.5800000000000001,264.53590393066406
6.5999999999999996,263.11683654785156
6.6200000000000001,275.89225769042969
6.6399999999999997,297.18399047851562
6.6600000000000001,306.40983581542969
6.6799999999999997,310.6689453125
6.7000000000000002,322.02339172363281
6.7199999999999998,331.96067810058594
6.7400000000000002,337.63885498046875
6.7599999999999998,338.348388671875
6.7800000000000002,338.348388671875
6.7999999999999998,340.47698974609375
6.8200000000000003,342.6055908203125
6.8399999999999999,342.6055908203125
6.8600000000000003,341.89605712890625
6.8799999999999999,342.6055908203125
6.9000000000000004,341.1865234375
6.9199999999999999,341.1865234375
6.9400000000000004,340.47698974609375
6.96,331.96067810058594
6.9800000000000004,322.73292541503906
7,323.44436645507812
7.0199999999999996,329.12063598632812
7.04,323.44436645507812
7.0599999999999996,307.11936950683594
7.0800000000000001,314.21661376953125
