"Data Set 1:Time(s)","Data Set 1:Potential(mV)"
0,231.88972473144531
0.02,232.59925842285156
0.040000000000000001,232.59925842285156
0.059999999999999998,232.59925842285156
0.080000000000000002,230.47065734863281
0.10000000000000001,230.47065734863281
0.12,231.18019104003906
0.14000000000000001,230.47065734863281
0.16,229.76112365722656
0.17999999999999999,229.76112365722656
0.20000000000000001,228.34014892578125
0.22,228.34014892578125
0.23999999999999999,230.47065734863281
0.26000000000000001,229.05158996582031
0.28000000000000003,228.34014892578125
0.29999999999999999,227.630615234375
0.32000000000000001,227.630615234375
0.34000000000000002,228.34014892578125
0.35999999999999999,226.2115478515625
0.38,225.50201416015625
0.40000000000000002,226.92108154296875
0.41999999999999998,223.3734130859375
0.44,223.3734130859375
0.46000000000000002,226.92108154296875
0.47999999999999998,219.11430358886719
0.5,223.3734130859375
0.52000000000000002,226.2115478515625
0.54000000000000004,224.79248046875
0.56000000000000005,231.88972473144531
0.57999999999999996,223.3734130859375
0.59999999999999998,235.43739318847656
0.62,228.34014892578125
0.64000000000000001,218.40476989746094
0.66000000000000003,224.08294677734375
0.68000000000000005,231.18019104003906
0.69999999999999996,221.24290466308594
0.71999999999999997,216.98570251464844
0.73999999999999999,219.82383728027344
0.76000000000000001,234.01832580566406
0.78000000000000003,224.79248046875
0.80000000000000004,219.82383728027344
0.81999999999999995,226.92108154296875
0.83999999999999997,215.56663513183594
0.85999999999999999,149.56283569335938
0.88,202.79121398925781
0.90000000000000002,263.11683654785156
0.92000000000000004,186.46812438964844
0.93999999999999995,167.30499267578125
0.95999999999999996,224.79248046875
0.97999999999999998,151.69143676757812
1,273.05412292480469
1.02,247.50328063964844
1.04,213.43612670898438
1.0600000000000001,207.04841613769531
1.0800000000000001,200.66261291503906
1.1000000000000001,208.46939086914062
1.1200000000000001,197.82257080078125
1.1399999999999999,216.98570251464844
1.1599999999999999,208.46939086914062
1.1799999999999999,231.88972473144531
1.2,148.85139465332031
1.22,158.07914733886719
1.24,197.113037109375
1.26,177.94990539550781
1.28,231.88972473144531
1.3,238.27743530273438
1.3200000000000001,241.11557006835938
