"Data Set 2:Time(s)","Data Set 2:Potential(mV)","Data Set 2:Temperature(K)"
0,160.91728210449219,299.42355003356931
0.025000000000000001,172.27363586425781,299.42355003356931
0.050000000000000003,175.82130432128906,299.42355003356931
0.074999999999999997,179.37088012695312,299.42513694763181
0.10000000000000001,184.33761596679688,299.42672195434568
0.125,192.14439392089844,299.42513694763181
0.14999999999999999,197.113037109375,299.42513694763181
0.17499999999999999,196.40350341796875,299.42828598022459
0.20000000000000001,200.66261291503906,299.42828598022459
0.22500000000000001,207.75985717773438,299.42828598022459
0.25,208.46939086914062,299.42828598022459
0.27500000000000002,204.21028137207031,299.42987289428709
0.29999999999999999,204.91981506347656,299.43145790100095
0.32500000000000001,205.62934875488281,299.43145790100095
0.34999999999999998,201.37214660644531,299.43145790100095
0.375,192.8558349609375,299.43304481506345
0.40000000000000002,189.30625915527344,299.43460884094236
0.42499999999999999,186.46812438964844,299.43304481506345
0.45000000000000001,179.37088012695312,299.43460884094236
0.47499999999999998,170.14312744140625,299.43619384765623
0.5,167.30499267578125,299.43619384765623
0.52500000000000002,163.75541687011719,299.43619384765623
0.55000000000000004,154.52957153320312,299.43778076171873
0.57499999999999996,146.72279357910156,299.43934478759763
0.59999999999999998,144.59419250488281,299.43934478759763
0.625,142.46559143066406,299.43934478759763
0.65000000000000002,135.36834716796875,299.43934478759763
0.67500000000000004,128.98063659667969,299.4409297943115
0.69999999999999996,127.55966186523438,299.442516708374
0.72499999999999998,129.69017028808594,299.4409297943115
0.75,125.43106079101562,299.442516708374
0.77500000000000002,121.17385864257812,299.4441036224365
0.80000000000000004,124.72152709960938,299.4441036224365
0.82499999999999996,131.81877136230469,299.4441036224365
0.84999999999999998,129.69017028808594,299.445690536499
0.875,130.39970397949219,299.44725265502927
0.90000000000000002,138.20648193359375,299.44883956909177
0.92500000000000004,146.01325988769531,299.44725265502927
0.94999999999999996,148.85139465332031,299.44725265502927
0.97499999999999998,151.69143676757812,299.45042648315427
1,162.33634948730469,299.45199050903318
1.0249999999999999,171.56410217285156,299.45199050903318
1.05,174.40223693847656,299.45357742309568
1.075,176.53083801269531,299.45516242980955
1.1000000000000001,185.75859069824219,299.45831336975095
1.125,191.43486022949219,299.45674934387205
1.1499999999999999,193.56536865234375,299.45831336975095
1.175,194.98443603515625,299.46148529052732
1.2,200.66261291503906,299.46307220458982
1.2250000000000001,207.04841613769531,299.46307220458982
1.25,204.91981506347656,299.46307220458982
1.2749999999999999,202.08168029785156,299.46622314453123
1.3,206.33888244628906,299.46781005859373
1.325,207.75985717773438,299.46781005859373
1.3500000000000001,202.08168029785156,299.46781005859373
1.375,197.82257080078125,299.46937408447263
1.3999999999999999,197.113037109375,299.4709590911865
1.425,197.82257080078125,299.4709590911865
1.45,190.01579284667969,299.4709590911865
1.4750000000000001,182.20901489257812,299.472546005249
1.5,180.78994750976562,299.4741329193115
1.5249999999999999,179.37088012695312,299.4741329193115
1.55,168.72406005859375,299.47569694519041
1.575,160.91728210449219,299.47728385925291
1.6000000000000001,158.78868103027344,299.47887077331541
1.625,155.23910522460938,299.47887077331541
1.6499999999999999,146.72279357910156,299.48043479919431
1.675,139.62554931640625,299.48360862731931
1.7,138.20648193359375,299.48519363403318
1.7250000000000001,137.4969482421875,299.48360862731931
1.75,131.81877136230469,299.48519363403318
1.7749999999999999,125.43106079101562,299.48675956726072
1.8,126.85012817382812,299.48834457397459
1.825,130.39970397949219,299.48993148803709
1.8500000000000001,124.72152709960938,299.48993148803709
1.875,123.30245971679688,299.49149742126463
1.8999999999999999,127.55966186523438,299.49308242797849
1.925,131.81877136230469,299.49308242797849
1.95,131.10923767089844,299.49308242797849
1.9750000000000001,131.10923767089844,299.49466934204099
2,138.916015625,299.4962333679199
2.0249999999999999,146.01325988769531,299.4962333679199
2.0499999999999998,148.14186096191406,299.4978202819824
2.0750000000000002,150.98190307617188,299.4994071960449
2.1000000000000001,160.20774841308594,299.50255813598631
2.125,169.43359375,299.50255813598631
2.1499999999999999,170.14312744140625,299.50255813598631
2.1749999999999998,175.11177062988281,299.50573196411131
2.2000000000000002,183.62808227539062,299.50729598999021
2.2250000000000001,190.72532653808594,299.50888290405271
2.25,191.43486022949219,299.50888290405271
2.2749999999999999,192.14439392089844,299.51203575134275
2.2999999999999998,198.5321044921875,299.51362075805662
2.3250000000000002,204.21028137207031,299.51362075805662
2.3500000000000001,203.50074768066406,299.51520767211912
2.375,202.08168029785156,299.51520767211912
2.3999999999999999,205.62934875488281,299.51836051940916
2.4249999999999998,207.75985717773438,299.51836051940916
2.4500000000000002,202.79121398925781,299.51836051940916
2.4750000000000001,197.113037109375,299.51994743347166
2.5,197.82257080078125,299.52151145935056
2.5249999999999999,197.113037109375,299.52309837341306
2.5499999999999998,189.30625915527344,299.52309837341306
2.5750000000000002,180.78994750976562,299.52624931335447
2.6000000000000001,180.78994750976562,299.52783622741697
2.625,177.94990539550781,299.5294250488281
2.6499999999999999,169.43359375,299.5294250488281
2.6749999999999998,161.62681579589844,299.53098907470701
2.7000000000000002,158.78868103027344,299.53416290283201
2.7250000000000001,156.65817260742188,299.53572692871091
2.75,149.56283569335938,299.53572692871091
2.7749999999999999,143.17512512207031,299.53731384277341
2.7999999999999998,143.17512512207031,299.54046478271482
2.8250000000000002,142.46559143066406,299.54046478271482
2.8500000000000001,136.077880859375,299.54046478271482
2.875,131.10923767089844,299.54205360412595
2.8999999999999999,131.81877136230469,299.54520454406736
2.9249999999999998,130.39970397949219,299.54520454406736
2.9500000000000002,127.55966186523438,299.54520454406736
