"Data Set 2:Time(s)","Data Set 2:Potential(mV)","Data Set 2:Temperature(K)"
0,140.3350830078125,302.75855484008787
0.025000000000000001,141.754150390625,302.75700988769529
0.050000000000000003,143.17512512207031,302.75700988769529
0.074999999999999997,143.17512512207031,302.75855484008787
0.10000000000000001,146.01325988769531,302.75700988769529
0.125,146.72279357910156,302.75546302795408
0.14999999999999999,146.01325988769531,302.75546302795408
0.17499999999999999,148.14186096191406,302.75700988769529
0.20000000000000001,149.56283569335938,302.75546302795408
0.22500000000000001,152.40097045898438,302.75546302795408
0.25,150.98190307617188,302.75546302795408
0.27500000000000002,150.98190307617188,302.75546302795408
0.29999999999999999,150.98190307617188,302.75546302795408
0.32500000000000001,151.69143676757812,302.75391616821287
0.34999999999999998,153.11050415039062,302.75391616821287
0.375,153.11050415039062,302.75391616821287
0.40000000000000002,151.69143676757812,302.75391616821287
0.42499999999999999,153.82003784179688,302.75234642028806
0.45000000000000001,153.11050415039062,302.75234642028806
0.47499999999999998,152.40097045898438,302.75234642028806
0.5,153.11050415039062,302.75234642028806
0.52500000000000002,153.82003784179688,302.75079956054685
0.55000000000000004,154.52957153320312,302.75079956054685
0.57499999999999996,154.52957153320312,302.75234642028806
0.59999999999999998,155.23910522460938,302.75079956054685
0.625,156.65817260742188,302.75079956054685
0.65000000000000002,157.36961364746094,302.74925460815427
0.67500000000000004,157.36961364746094,302.75079956054685
0.69999999999999996,157.36961364746094,302.74925460815427
0.72499999999999998,158.78868103027344,302.74770774841306
0.75,158.78868103027344,302.74770774841306
0.77500000000000002,160.20774841308594,302.74925460815427
0.80000000000000004,160.91728210449219,302.74770774841306
0.82499999999999996,161.62681579589844,302.74616088867185
0.84999999999999998,160.91728210449219,302.74616088867185
0.875,161.62681579589844,302.74616088867185
0.90000000000000002,160.20774841308594,302.74616088867185
0.92500000000000004,161.62681579589844,302.74461402893064
0.94999999999999996,162.33634948730469,302.74461402893064
0.97499999999999998,160.91728210449219,302.74461402893064
1,161.62681579589844,302.74461402893064
1.0249999999999999,164.46685791015625,302.74306716918943
1.05,163.75541687011719,302.74152221679685
1.075,162.33634948730469,302.74306716918943
1.1000000000000001,163.04588317871094,302.74306716918943
1.125,163.75541687011719,302.73997535705564
1.1499999999999999,163.04588317871094,302.73997535705564
1.175,163.04588317871094,302.73997535705564
1.2,163.04588317871094,302.73997535705564
1.2250000000000001,165.88592529296875,302.73842849731443
1.25,165.88592529296875,302.73688354492185
1.2749999999999999,165.1763916015625,302.73842849731443
1.3,166.595458984375,302.73688354492185
1.325,167.30499267578125,302.73533668518064
1.3500000000000001,167.30499267578125,302.73533668518064
1.375,167.30499267578125,302.73533668518064
1.3999999999999999,167.30499267578125,302.73533668518064
1.425,170.14312744140625,302.73378982543943
1.45,170.14312744140625,302.73378982543943
1.4750000000000001,169.43359375,302.73378982543943
1.5,170.14312744140625,302.73378982543943
1.5249999999999999,170.8526611328125,302.73224296569822
1.55,171.56410217285156,302.73224296569822
1.575,169.43359375,302.73224296569822
1.6000000000000001,171.56410217285156,302.73224296569822
1.625,173.69270324707031,302.73069801330564
1.6499999999999999,173.69270324707031,302.73069801330564
