"Data Set 1:Time(s)","Data Set 1:Potential(mV)"
0,294.34585571289062
0.02,300.73165893554688
0.040000000000000001,300.02212524414062
0.059999999999999998,302.15263366699219
0.080000000000000002,292.21534729003906
0.10000000000000001,297.89352416992188
0.12,295.76492309570312
0.14000000000000001,282.989501953125
0.16,302.15263366699219
0.17999999999999999,308.54034423828125
0.20000000000000001,304.28123474121094
0.22,298.60305786132812
0.23999999999999999,309.2498779296875
0.26000000000000001,313.507080078125
0.28000000000000003,312.0880126953125
0.29999999999999999,314.21661376953125
0.32000000000000001,320.60432434082031
0.34000000000000002,321.31385803222656
0.35999999999999999,318.47572326660156
0.38,321.31385803222656
0.40000000000000002,320.60432434082031
0.41999999999999998,315.63758850097656
0.44,292.92488098144531
0.46000000000000002,269.50454711914062
0.47999999999999998,267.37594604492188
0.5,296.47445678710938
0.52000000000000002,307.82890319824219
0.54000000000000004,308.54034423828125
0.56000000000000005,318.47572326660156
0.57999999999999996,319.18525695800781
0.59999999999999998,319.89479064941406
0.62,320.60432434082031
0.64000000000000001,320.60432434082031
0.66000000000000003,319.89479064941406
0.68000000000000005,321.31385803222656
0.69999999999999996,322.02339172363281
0.71999999999999997,322.02339172363281
0.73999999999999999,321.31385803222656
0.76000000000000001,317.05665588378906
0.78000000000000003,316.34712219238281
0.80000000000000004,316.34712219238281
0.81999999999999995,322.02339172363281
0.83999999999999997,308.54034423828125
0.85999999999999999,321.31385803222656
0.88,319.89479064941406
0.90000000000000002,317.76618957519531
0.92000000000000004,317.76618957519531
0.93999999999999995,319.18525695800781
0.95999999999999996,318.47572326660156
0.97999999999999998,319.18525695800781
1,325.57296752929688
1.02,320.60432434082031
1.04,319.18525695800781
1.0600000000000001,321.31385803222656
1.0800000000000001,321.31385803222656
1.1000000000000001,317.76618957519531
1.1200000000000001,321.31385803222656
1.1399999999999999,318.47572326660156
1.1599999999999999,309.95941162109375
1.1799999999999999,317.76618957519531
1.2,294.34585571289062
1.22,310.6689453125
1.24,314.21661376953125
1.26,307.11936950683594
1.28,303.57170104980469
1.3,297.89352416992188
1.3200000000000001,295.05538940429688
1.3400000000000001,292.21534729003906
1.3600000000000001,297.89352416992188
1.3799999999999999,288.66767883300781
1.3999999999999999,279.43992614746094
1.4199999999999999,260.98823547363281
1.4399999999999999,262.40730285644531
1.46,182.91854858398438
1.48,241.11557006835938
1.5,299.31259155273438
1.52,230.47065734863281
1.54,259.56916809082031
1.5600000000000001,290.08674621582031
1.5800000000000001,295.76492309570312
1.6000000000000001,307.11936950683594
1.6200000000000001,314.9261474609375
1.6399999999999999,321.31385803222656
1.6599999999999999,319.18525695800781
1.6799999999999999,320.60432434082031
1.7,319.18525695800781
1.72,309.2498779296875
1.74,313.507080078125
1.76,311.37847900390625
1.78,304.28123474121094
1.8,300.73165893554688
1.8200000000000001,307.11936950683594
1.8400000000000001,297.89352416992188
