Wavelength (nm),Intensity (uW)
792.755305,0.000456
793.431264,0.000452
794.176160,0.000447
794.752946,0.000442
795.461621,0.000438
796.138505,0.000433
796.815447,0.000429
797.569245,0.000425
798.135652,0.000421
798.826716,0.000418
799.509142,0.000414
800.191072,0.000410
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
